True Values,Predicted Values
-3.90422814,-3.3033805431867567
-4.494042151,-4.123805236883433
-2.244572095,-1.7538951573599808
-2.569071529,-1.79009057494685
-1.801826923,-3.1612951692053812
-1.04,-0.7303998342501908
-1.318952859,-1.7929054060812453
0.25999999,0.4442591092666479
-4.91187806,-2.3146889723814006
0.28544729,0.5303150558434366
-3.140450738,-3.0743680384150633
-1.639504478,-2.0416468033784203
-2.1400001,-1.8380897016683118
0.054038369,0.351861205525405
-5.183030838,-4.757099416483603
-4.8400002,-4.530194621598401
-4.9171696,-4.690969647052241
-5.108538899,-5.373247642349566
0.267779682,0.04945418579301957
-1.310228781,-1.140868989464958
-2.605664527,-2.6866089774241604
-1.687596657,-1.6252768668487612
-2.5699999,-2.143232225768201
-5.146384901,-4.797860453795922
-3.298386287,-3.557406666240814
-1.430863129,-0.6948251915330278
0.386948245,0.55509881431627
-2.930148738,-2.416721558767277
-0.80000001,-1.329179494911565
-1.96,-1.7569064112409536
-4.0700002,-3.608151085925466
0.801161564,-0.15682432451699177
-3.418369159,-2.100332091092174
0.081310296,0.34856929833703065
-1.22,-1.0968945325737918
-2.696457819,-2.1271674017670286
-1.024262237,-1.3803613542023807
-2.900148916,-4.632408835414175
-3.6800001,-4.666586054849328
-3.342229102,-3.0181814353550247
-1.744940752,-1.691161588264674
-2.28876815,-1.937401156952558
-0.414595665,-0.2732377537081632
-5.279727696,-5.619903775398882
-4.86987517,-4.841681570200347
-7.489053566,-6.5525117389606935
-3.584234343,-3.307758883694322
-6.096970078,-5.693002427183425
-3.8099999,-3.5682996631422204
-3.3,-3.1451493707854374
-4.419833604,-4.4873888993509246
-3.756173033,-3.1783845567249362
0.376467487,0.17999997410474353
-1.778677221,-2.8951073152055065
-1.952341301,-2.4958191462785733
0.31,0.18806361222818707
-3.151124914,-2.4892871730732535
-0.189648368,-0.03893755373389458
-2.354468139,-2.783561940401396
-1.752819655,-2.080646172239383
-2.532200851,-2.32553786003037
-4.600581121,-4.6232118119900685
-4.041773721,-4.669720989722863
-4.0799999,-5.399972524028431
-5.147934254,-3.1477854639276477
-2.236189577,-2.890384113722064
0.612297043,0.2717918190573833
-6.33169643,-5.640257125996189
-3.206819691,-3.608491308933061
-1.42,-1.8649946152206618
-4.782962552,-4.511248296758805
-3.270429853,-2.146143111506177
-2.0599999,-1.7513603946058152
-2.350232642,-1.556949127983502
-3.820299073,-3.9688218481917295
-3.632243844,-2.5980463440881567
-0.82999998,-0.9860368750864881
-2.234599141,-2.3682162633474393
-4.069029225,-4.174966350422699
-0.737594785,-1.3116982180923331
-4.110877573,-4.039501361193984
-1.111844675,-0.5429423858385332
0.528739061,-0.6692336103564345
-0.81999999,-0.05154173617646118
-0.468698679,-0.3409664758586418
-0.95762225,-1.1320480419979824
-7.400667813,-5.941459505357069
-1.565444995,-1.9933297277301079
-4.221184358,-2.9793531508244966
-2.75565002,-1.9704759285363758
0.28,-0.36925223414375113
-3.97,-4.11745450882588
-0.367011145,-0.21039777182290498
-2.968381497,-2.48215478500758
-5.225428724,-3.8240912698474907
-3.99,-4.970933156226648
-3.5899999,-3.0379298736303015
-3.86398532,-3.4317301369175475
-1.613633146,-1.407328847064885
-1.75514386,-1.5796688944656594
-0.41,-0.11492736069503037
-5.25355,-4.89668386854639
-2.441234541,-1.8852505321088813
-2.471879111,-2.802050537337525
-3.696259762,-3.3355834760129137
-1.814151487,-2.7523154277294104
-3.168606865,-2.9906049354654076
0.85000002,0.013689169317186788
-6.992985145,-6.640804520323906
-2.145751928,-2.7872363673614173
-2.655893808,-2.2538455063606
-7.060267847,-6.50250725414815
-4.172219769,-4.713086014659967
-2.78,-2.4411887150150795
-1.246654256,-1.0295287023605233
-7.324412843,-6.521599063365127
-2.864697085,-1.681750588911899
-2.616188768,-2.3000419189615835
-6.167430567,-5.703117880820506
-1.290694588,-0.8306996320710339
-2.98,-1.75441737571835
-5.258091943,-4.9284200827497715
-3.137104446,-2.640090166811377
-1.668015062,-1.6872851028026445
-4.268702319,-4.072619517503191
-7.141299486,-5.315534158022648
-4.871844831,-3.9650176547485025
-2.3900001,-1.9256004190421516
-1.530975494,-1.5897890300866333
-7.294495949,-5.215805325054174
-5.923847702,-4.045229255675843
-1.92,-1.757953633503014
-0.728757608,-1.4185279223032348
-2.972512926,-3.9709890403866037
-6.376832111,-5.77488114900819
-2.952032793,-2.720653431794124
-1.961984761,-2.3686991360879652
-4.634119043,-4.973775480778295
-5.142154201,-2.017166523338739
-6.230056419,-5.9345351107865865
-2.726388931,-2.575565394755054
-2.325651487,-2.695755659801987
-1.470457085,-1.730202453678669
-2.0799999,-2.660367665129899
-4.416964775,-3.471875918286461
-3.22,-2.7280434486227856
-4.646960942,-4.670925232893813
-3.748401446,-3.2837912439464136
-3.783567546,-4.5579497922541
-4.1100001,-4.115411831614254
-2.97601053,-2.924546665023238
-3.940867556,-3.3054418794066316
-3.45762466,-1.6168925250917412
-2.720118614,-2.6305385912517267
-4.912186855,-5.385067317585946
-0.638712439,-1.2359922071347647
-2.056865035,-1.174194324064978
-3.0699999,-3.1157151233240175
-1.460558628,-1.6500146149522559
-3.616430349,-3.506879536018775
0.58999997,0.1170122959711746
-0.80000001,-0.17202944692103528
-4.547807533,-2.4416897862212212
-5.932772568,-5.497346897091162
-4.315774484,-4.754778039660807
-3.10582577,-2.590253213540196
-2.592969511,-2.757104245255716
-4.696275965,-4.471622544894292
-4.5900002,-3.9893059023897455
-2.995649881,-3.8419007186870155
-2.237213973,-2.017130542789928
-1.972316003,-2.1994873423234167
-3.10582577,-3.1812183045651206
-5.0100002,-5.429741516448047
-3.731111358,-3.005193601370748
-4.596055676,-4.462376202721695
-2.649761584,-2.860979919300592
-3.766893328,-3.6709115460286963
-1.398361785,-2.0122257241400816
-2.690833542,-2.7923485702180804
-3.768719873,-3.5529908861664223
-2.344400907,-2.434935845559559
-2.338525463,-2.331553777328791
-3.905033823,-4.216969410811857
0.335209534,0.4647992039692878
-3.517477345,-3.4035740674666988
-1.96,-2.181184272896141
-0.441183517,-0.9160573285539412
-3.746345201,-3.043314426856931
-2.299417192,-2.3179807591823587
-3.134497541,-3.30111661304821
-1.550949696,-0.9818403623679651
-5.387653409,-5.433388444984475
-4.5900002,-2.849641664717216
-3.693770525,-2.711609338024925
-3.137843619,-2.7067857668626454
-2.930332246,-2.970829489216232
-0.68000001,-1.0457198262784384
-5.034892862,-6.039805891264477
-3.078443036,-3.1480231143908166
-3.987471311,-3.3411489037976194
-4.334579155,-4.681227240691342
-3.5505439,-3.6308820929179793
-1.489307679,-2.0596659434753066
-2.654537864,-3.2965199155944123
-5.071729115,-5.705981134432564
-3.269532703,-3.091626884473706
-3.978059758,-3.2932641388377784
0.64999998,-0.1707076093591355
-3.0,-3.0581738012572157
-5.2600002,-5.665525494611571
-2.118262053,-1.6531621221022037
-4.602546129,-3.2030516092547865
-2.598708148,-2.641533310761542
-4.2399998,-3.909050409030978
-4.150070521,-4.0724857483585994
0.217240793,-0.8019515553650522
-1.314383429,-1.610694861666245
-1.579795099,-1.5744596036969694
-0.74335038,-1.5591496285346702
-2.990261872,-3.3831425559122743
-3.56787742,-4.294165077639085
0.593000222,-0.4783266724070461
-1.160843537,-1.0514361169177862
-3.1800001,-2.640080541875102
0.795782312,0.7056399380859382
-4.2800002,-5.676834019180227
-2.881668414,-2.586312350550479
-1.345983594,-1.7642610507167658
-5.769810675,-5.221085948596731
-2.598348538,-2.5095586556444767
-3.872694613,-3.5426686722580847
-5.86551237,-6.028474830894941
-4.880943446,-4.2300338420980435
-6.5700002,-6.5571640369735595
-5.180828772,-4.3813791521138405
-3.87283088,-4.443293156498061
-5.611365759,-5.260979705990104
-0.85000002,-0.9880387750462942
-3.155747611,-3.011250939696551
-1.752819655,-1.8841803760221059
-4.0799999,-4.664723512775969
-3.523722711,-4.645535646766589
0.332231481,0.2167128474377164
-6.049561626,-5.733307064222573
-2.73,-2.178546745079865
-2.360787116,-1.6723345324704342
-0.909459416,-0.8128350992617789
-3.706508933,-4.785104793299535
-4.287045685,-4.2760361872812584
0.61000001,0.11816825228103223
-6.854324914,-5.280682167056
-6.5700002,-7.042246507360147
-1.584831689,-0.8821900894282437
-5.961766435,-6.545279830295923
-1.864826493,-0.12633851317462472
-5.651347665,-4.853438523024473
-6.467380911,-5.130200968149351
-4.522664589,-4.349742250177531
0.571423018,-1.3464361057104897
-2.519455887,-2.373138334026571
-6.641629837,-6.0645523776621335
-5.679018161,-5.8937219982030165
-0.944500094,-1.5912372110936213
-1.075447104,-0.27410050602535935
-1.875748848,-2.0539364459986738
-7.243105463,-6.868774398920702
0.029319309,0.23400549952117805
-1.094957236,-0.5452497069536587
-2.687954333,-1.6523331888660666
-0.44999999,-0.1797431017162538
-4.300906401,-3.544707168865668
-6.342713319,-5.492299778667663
-5.109252645,-5.970525475044991
-3.637041481,-3.30780927828813
-2.325875495,-2.671484842936209
-2.579104657,-2.0109499703420686
-2.660746696,-2.2556352905283106
-3.333214475,-3.521267925891067
-2.640992008,-2.7810670734424887
-0.36000001,-0.11066936070646209
-0.60064639,-1.0176175952057722
-5.107046635,-5.596135013522799
-3.221882211,-3.807683809617746
-4.73950821,-4.490396205356019
1.08,0.2400016386685778
0.057509497,-1.1379027564306643
-0.683385747,-0.9610702824177036
-4.052681987,-3.9801358532670092
-2.4706022,-2.086094174353452
-5.855986251,-4.138406893006307
-2.165084125,-1.6043907347300943
-3.881046339,-3.3435885231335565
0.743380276,-0.7656585291046264
-2.087774189,-3.7057824620122544
-2.877312373,-3.4133919830225574
-3.559266941,-2.7485007579496226
-2.116843254,-1.9037364651648854
-0.46448588,-0.3311886792870746
-3.170977501,-2.769998054410722
-2.290791172,-2.9495617982792544
-3.166174793,-2.606651211965313
-2.741853047,-2.5676612874123173
-4.288644504,-3.8136100402437583
-4.55349557,-3.9875364713475956
-7.259874905,-6.03655281637793
-6.00789975,-4.424875754741629
-5.517075023,-5.872863015592773
-6.45812881,-5.728928633969466
-3.778729924,-3.9776311679198266
0.211711053,0.11046761797909548
-4.458256632,-4.352478559180238
-5.152043602,-3.7667269012447675
-5.798450309,-5.10461024163207
-1.413472734,-1.222952120934283
-3.374571008,-3.33082981348688
-3.284013193,-1.7953559491782967
-2.320711132,-3.616783859900005
-4.419812685,-5.010863666439574
-2.750060565,-2.44241487133155
-3.560288813,-4.043004889475562
-3.862243562,-4.050067066914179
-2.947058186,-2.7670192709143318
-5.844156048,-5.442521231843078
-3.8399999,-3.806378710449887
-2.7,-1.8000886466439159
0.608803706,0.4677501494651409
-0.718787133,-1.523118721558605
-3.438778474,-3.401352427527731
-3.170337047,-3.2705815959484594
-3.327524266,-2.7710036587809665
-4.094203661,-3.3600900688035997
-3.502681457,-2.5406666971607477
-3.147669112,-3.2789187854767206
-1.96,-1.1307827711239444
-3.6600001,-3.295716664948265
-2.228013795,-3.3088636887752587
-2.758997785,-2.5112867874449276
-2.603839775,-2.5897517209499736
-7.025872618,-6.680336165177197
-3.6400001,-3.1290441876498485
0.152184905,0.24093287435650043
-3.980411369,-4.347143283448319
0.656296988,0.45497046377003075
-6.140368504,-5.39546858339464
-1.81318896,-2.2183461223649945
-3.721164335,-3.96820402817321
-3.054218506,-2.97790690363248
0.30000001,0.25294043135077543
-3.197128236,-3.4187006697313462
-0.953661008,-1.1878215684615943
-4.3499999,-4.100811234124138
-3.078443036,-3.1930618712897285
-7.119572605,-5.111509434677109
-1.697412533,-1.8527859779945333
-0.155748658,-0.12399274026437933
-4.56493484,-4.263675719092545
-4.595817436,-3.376529300055829
-5.291809401,-4.128306029324614
-4.2800002,-4.04746013119215
-3.07485635,-2.376604013044156
-2.397148193,-2.1604872006691362
-2.545199487,-0.09569065845417765
-3.5899999,-4.348014092016479
-2.459633142,-2.5768279194775046
-5.180350373,-5.628420725421089
-5.392480732,-4.915565741143883
0.374370681,0.3727067710637553
-3.313121418,-3.1320256730752836
-1.997283767,-1.0285381423273052
-1.65,-1.7158985275994114
-3.376011713,-2.763493702151136
-4.173330403,-3.6977163903795986
-6.528732096,-5.443623327758898
-2.7,-2.662461384036903
-2.241148892,-2.1594699044241734
-4.606087109,-5.243624018899667
-2.150866741,-1.7501230920362483
-6.101282587,-5.91202979784843
-2.884235987,-2.631835699141495
-0.103155602,-1.1580437225156488
-3.042938795,-3.0189304890483215
-2.133015707,-1.979838918757694
-3.616811995,-3.2385485161842555
-4.073645429,-4.7944643372351
-2.719067766,-2.218758921914637
-2.457244591,-2.0988140752597024
-4.939093569,-4.823041320905969
-2.4100001,-1.6625728262440793
-0.879758256,-3.300525718059445
-3.8099999,-2.4395508855921832
-2.083140388,-1.4579644564188303
-4.901225018,-4.723174265031273
-0.63,-2.152097449753904
0.376512936,0.12487357099204764
-2.959449889,-1.8611134644991794
-5.402648486,-5.710931621389482
-4.06839906,-4.609367489627695
-1.9,-1.9329638704591874
-4.188605797,-3.535549931879721
0.374431381,-0.5394149461441877
-1.266984245,-2.455702540115852
-1.814790605,-1.8057596388353157
-5.171564712,-5.502959856247931
-2.263280914,-2.441217214640704
-6.557060603,-6.605483724034179
0.547704373,-0.4699245535062929
-2.636830534,-2.9885653089270323
-3.993484603,-3.9963076251317653
-1.261657225,-1.2579867859669769
-1.85,-2.1793473197401796
-0.91000003,-1.1988544440946702
0.859724533,-0.8137382527191857
-2.62389261,-2.327883274568097
-4.30143855,-5.006283159964989
-7.148848364,-6.7237889816142475
-1.729709117,-1.8835088152522825
-4.5700002,-4.534579191669114
-3.787329757,-3.0826510258166637
-3.937354154,-3.0446080594077305
-2.365060893,-1.9965112115874828
-3.047960641,-2.8571579450919096
-0.974886803,-1.217252323995609
-2.062183064,-2.6263877749274704
0.235390522,-0.041100950387061894
-3.028566584,-2.597769063627114
-5.690990336,-5.937089765678518
-0.868061104,-0.8098246475804333
-2.963055127,-3.7523778133394834
-2.49314608,-1.5757583375648059
-5.202427754,-5.488907751584955
-5.170310469,-4.389935073669038
-2.181933257,-2.6212616392273658
-2.0699999,-1.2412400527016236
-2.491248088,-1.3009262223049876
-3.22,-3.027556192328447
-2.9100001,-2.672325411822819
-4.148598497,-4.508710250508395
-2.194459387,-2.417826298417843
-2.569952569,-2.6832302455212145
-4.599401079,-4.324461068923616
-1.5599999,-1.6800257798660985
-7.106005414,-6.038775977181776
-4.267756542,-4.137215993364153
0.844063048,0.20508413004492876
-3.899447308,-6.841075055218881
-0.517123613,-0.9866291908809096
0.737057937,0.013317663777709973
-3.46699044,-2.630630584314313
-4.423037028,-3.8137884886533673
-2.12124416,-2.057711750325834
-1.145257792,-1.7716246638204203
-4.218870505,-3.711557290914778
-3.659109436,-3.386006800031094
-2.057148174,-1.6151453231209156
-0.810973627,-1.4790849193793634
-0.95999998,-0.616141513780433
-1.514545658,-1.6465630400278437
-0.972238258,-1.1192928325430684
-0.926194989,-1.1486339900931706
-5.2399998,-4.644233048986747
-1.232640402,-1.1895097962602348
-5.023710754,-5.198752765798714
-0.410914205,-1.263083409536037
-3.694400446,-4.702817445120373
0.87241256,0.023255469739408747
-0.991729342,-1.1957178247177638
-2.510866373,-2.2277894438745753
-0.95999998,-0.09521307024426734
-2.269355566,-1.7368196966776654
-2.964978646,-3.1354561040352213
-5.071375134,-4.840101124224459
-3.397559333,-3.5486049180569545
-1.605866483,-1.5631580116081238
-1.52,-1.3016283865275764
-1.570424831,-1.9399520177673621
-4.936639147,-4.404582352900992
-7.060267847,-6.50250725414815
-2.071327397,-2.0151379595025354
-2.034601449,-2.5619173241510764
-3.981370073,-4.2170388246649955
-4.8000002,-4.570325758548672
-1.74510311,-1.177326777014743
0.422286525,0.42086761787512184
-5.909404438,-5.370692384982305
-0.740471266,0.6012253072785576
-2.064293685,-1.9856548702763015
0.658239155,0.6263128229726614
-2.702081942,-2.4451970690973215
-2.1199999,-1.967458464753544
-2.066768165,-1.844079716248706
-4.194942861,-3.824024897590711
-0.730685097,0.010710419433428906
-7.3200002,-6.5701972104919
-2.684785887,-2.4405093290330226
0.38,0.008767456197306862
-0.352603659,-1.3279348329273215
-6.418623981,-5.1000242522752295
-2.416916673,-2.322590235356328
0.364185622,0.15169863210302353
-4.818249133,-4.790572371402148
-6.408637542,-5.8496717568769485
-1.826999106,-2.1872898606920144
-1.724538739,-1.1099467371050782
-1.208053704,-2.22174579988424
-1.000608932,-0.6312912002298888
-3.400024616,-3.1812183045651206
-2.996552572,-3.764782755845889
0.280481435,-0.08304520653305764
-5.006618536,-5.878051907205421
-3.3806478,-3.645909879353766
-5.894827561,-5.245547636058111
-6.077111571,-6.315428777732674
-1.391022275,-1.8652690239633714
-1.443574569,-2.393539979448977
-1.921123827,-2.1555590899043464
-7.099144977,-6.254222509041296
-1.819678151,-1.9946561964039606
-3.093026872,-3.9296720364170348
-4.311043821,-2.818955519096384
-6.625894228,-5.719293381422478
-4.481028314,-3.8470621443267525
-3.387192015,-2.6850821282979433
-1.481871947,-1.2123808338631392
-0.332188417,-0.9380292539858627
-4.0,-4.0204796231328315
0.875668614,0.42572668899444066
-4.539564534,-3.571509251587206
-3.680216422,-2.8017673932188703
-3.069294195,-3.2288035792253993
-2.7,-2.2964865594069788
-0.670277741,-0.34782983230722225
-2.880887955,-2.0386414501641617
0.335024432,0.26674577920411235
-1.522273819,-1.419327203172442
-3.8499999,-3.941541459838026
-1.698028481,-1.4161677247552242
-1.783367523,-0.6432308771099857
-3.035438806,-3.281896325664863
-2.246475757,-2.8026645056931683
0.210677424,0.25630949575838025
-2.3800001,-2.931914652239131
-1.555686028,-1.4965431017695734
-2.750511202,-1.653366632021587
-3.019804234,-3.0173114530264318
-2.9000001,-4.294756565377343
-3.9300001,-3.352308408121492
-2.6800001,-2.305881264616408
-3.815814723,-3.4734565167252973
-6.93995814,-6.792359928949019
-0.40000001,-0.17544600588014705
-7.384698627,-6.400221178246253
-4.843319194,-3.954729031258728
-1.033914192,0.12619072723715744
-3.496297759,-3.75439883207431
-3.516842956,-2.681130714301675
0.64918428,0.900678880060333
-1.763934994,-2.2619178662416157
-4.747488189,-4.851465576975659
-0.361967271,-0.8402804977502993
-3.456113361,-3.3521571519679427
-0.097302768,-0.32715367630361275
-1.665349397,-1.3241575287045244
-3.750431249,-2.380647409984306
-3.318115117,-3.1996987966167745
-2.859648689,-2.8027199849075184
-2.799184339,-2.574986653195794
-2.359059416,-2.812318595852607
-3.81003527,-3.112548428176872
-5.652232588,-5.517369528118608
-6.3000002,-5.687620655545217
-1.693760133,-1.4046937653040374
-1.032001208,-0.9489280924103805
-0.808258181,-1.183339754207102
-7.052888075,-6.163928373376134
-4.8499999,-4.834439089233411
-4.161699215,-4.810608533262667
0.563586092,0.7390625582554377
-2.513299981,-2.579612230276551
0.704083406,0.7235268366351102
-1.61,-1.3137560860328517
-1.773470054,-0.8499859004704414
-2.881487279,-2.8850542350995334
0.802330791,0.04575005137664675
-4.544134987,-3.7652557901658295
-6.29,-6.386317522815729
-2.536882425,-2.6192133931561905
-2.653489446,-2.7846461517356396
-3.208443015,-2.5311978525888343
-5.869431735,-5.174853002417308
-2.46,-2.3675719041319745
-2.8599999,-2.958216827831092
-2.375064255,-1.7767744883279306
-2.0,-1.4062839076034654
-1.540398399,-1.3566231815027894
-4.71,-4.428174125737246
-3.034073299,-1.7379427477674527
-2.175740787,-3.258505158381567
0.481384838,0.31330926888999683
0.962063804,0.7771382527722546
-5.216442462,-5.366829612711609
-6.712689826,-6.594809325557564
-1.91,-1.99168084879201
-4.774572687,-3.4807379252485506
-4.800118338,-4.302905883492978
-4.6999998,-4.282631127242993
-5.27,-5.438259313769084
-0.726113306,-0.2723230913786731
-2.673092902,-3.937235396861217
-4.32924957,-3.61407888783257
1.054757982,0.5870116230920078
-1.6,-1.147953816837409
-1.752819655,-1.9441868287618855
-2.896430157,-2.8653457708149097
-2.764227428,-2.5955392296527604
-1.279360332,-1.331122887492097
-4.710369334,-5.160031572715648
0.316743073,0.08986429859143238
-5.656796808,-5.275424830925006
-1.215320251,-2.1370903525754756
-4.091556801,-4.808675086374229
1.017308239,-0.02902182376573568
0.234648149,0.3978834372859059
-1.920797532,-1.779583532497487
-2.898863754,-2.711898938259633
-0.99000001,-1.1076123582211985
0.34902156,-2.8486778953740255
-5.241985722,-4.949285644769204
-3.693443446,-4.28006157808064
-3.130438675,-2.863295620799442
-2.102841804,-1.7288299777056562
-7.1100001,-6.818154469573334
-3.05,-3.326051210529052
-3.1900001,-3.7356015890010243
-2.6800001,-2.8734630671660737
-0.257091381,-1.0053848253287507
-5.311132215,-4.478666733214303
-3.096166567,-2.569060774766257
-0.573770075,-0.8002746507881282
-1.555686028,-1.473128702765643
-1.55,-1.7082135021923603
-0.170773071,-0.09483536968222259
0.746686231,0.20531511394751775
-3.506361484,-3.495431133906586
-2.522211407,-2.818243183590197
0.337052451,0.4317553640584262
-2.960528388,-2.3383995631074215
-3.712784638,-2.7750475726481265
-2.052615021,-1.7762328673135548
-2.6400001,-2.0903143358713123
-1.201767572,-1.1984013741631667
-2.184168229,-2.4300731326086047
-0.88814886,-0.7573172519876381
-2.251408128,-1.986379581442125
-7.4200001,-6.81255503965167
-3.670859787,-4.180810760543535
-1.9400001,-1.9534096811632156
-0.959735935,-0.7173107276777363
-3.130045109,-3.573657679155529
-1.36,-1.446640675641476
-4.978383263,-4.073607697946509
-4.426076357,-3.5696334491453103
-0.70999998,-0.7977924971382198
-4.054664546,-3.9072694436126705
-5.602663937,-4.391139057299336
-2.650897252,-3.5713145426990494
-4.692994631,-5.050343226517816
-1.101975835,-1.0782565859234703
-3.936955536,-4.249717138584876
-4.840073809,-5.644783421711486
-1.34240307,-1.5241067373181691
-2.310847279,-1.9449906589470483
-2.171967838,-2.6049519488852675
-1.913266796,-1.5253225523064704
-0.949179157,-1.11174397732142
-2.357052042,-2.6308887402065357
0.130271111,0.27562791459807745
-2.933080172,-2.692191494582784
-2.476982672,-3.1055219881765472
0.566803205,0.6144167193473371
-3.536034937,-2.8800233007689746
-2.909511898,-2.022813349145803
-1.832148014,-1.8791564838416612
-0.38063395,0.07061853585350998
0.193504266,-0.4209096475681248
-5.672989305,-5.873582170852162
0.0,-0.4874289861275218
-2.837362936,-2.550773192556186
-2.77,-1.5973959230751216
-0.95999998,-0.5593958286463636
-2.662394829,-2.8547852086823027
-6.981014701,-6.366583308252169
-4.573670815,-6.314679528014913
-1.024784296,-1.919936107105125
-4.7399998,-4.509110504735404
-1.352186945,-1.572417741635531
-3.6600001,-3.7506056245556403
-3.258508842,-3.098984587632758
0.875381674,0.4978211643988902
-5.008113294,-4.635789865794376
-4.897146155,-4.125458948090715
-4.8000002,-4.088938807086011
-2.230807973,-2.508318232085216
-4.2399998,-5.008936174280945
-5.654395513,-5.5591191816992955
-3.8086771,-2.8493814595218545
0.008641938,-0.2093623310145985
-5.130252649,-4.254395787371861
-1.124226861,-1.5081406659736576
-4.3499999,-4.0861377403159755
-4.274928401,-3.9638121130530677
-2.413421548,-1.9603319351310589
-0.455320675,0.23366746661732057
-5.434030117,-5.065264148118997
-4.272633985,-4.038860735402999
-3.1400001,-2.9416194524900248
-1.960412021,-2.108764854690042
-5.238243707,-3.4745941147066297
-3.215139362,-2.477769766454389
-1.626141915,-1.9115767693677166
-3.170751252,-2.998833745270537
-3.329045264,-3.293068873860061
-1.55137112,-2.4033779405764566
-5.72523161,-2.5621388874996645
-3.227195555,-3.59343616378373
-4.833904011,-5.134363254675505
-6.059109035,-5.643294833819354
-1.424237386,-1.7878518917694726
-0.199640557,-2.6315079862224957
-2.23,-1.9646315945655606
-3.3900001,-2.8979727920942193
-4.0999999,-4.395052970520139
-3.55608187,-3.5945860169267574
-4.647330882,-3.761410127532866
-7.06532915,-2.807621824336045
-2.0999999,-2.1276770583481333
-1.14,-0.852446337600992
-3.112334851,-3.3661212756652423
-3.464659681,-3.3535566910029737
-2.291132302,-2.4653934876069306
-3.2798817,-2.8424513239276123
-5.72393991,-5.802142333808921
-2.162234936,-2.6442102089354256
-4.475804313,-3.907303832372317
-2.129266039,-2.9034049371255044
-0.714508878,-2.293597592020557
-2.750763189,-3.186287809790911
-0.41798998,-1.7452903131123965
-4.108496741,-4.604944111221955
0.791598931,0.17686047929266785
-5.72094122,-5.307184756424357
-1.673107704,-1.0953166437852153
-3.493288216,-3.8328326753238633
-5.380327633,-5.024607689835531
-2.1600001,-1.935707135830325
-2.5999999,-1.8287082007527626
-2.21,-1.8478247796231115
-1.100920088,-1.3583592553713273
-4.737349421,-4.12220933671057
