True Values,Predicted Values
-2.234599141,-2.068067
-4.069029225,-3.824478
-0.737594785,-1.1610627
-4.110877573,-4.238552
-1.111844675,-0.08043063
0.528739061,-0.8264033
-0.81999999,-0.09078386
-0.468698679,-0.69624406
-0.95762225,-1.0386329
-7.400667813,-5.7896414
-1.565444995,-2.3739147
-4.221184358,-3.5155365
-2.75565002,-2.2772703
0.28,-0.07981167
-3.97,-3.7390494
-0.367011145,-0.23514904
-2.968381497,-2.4470377
-5.225428724,-4.518016
-3.99,-5.05092
-3.5899999,-3.0513742
-3.86398532,-3.7513452
-1.613633146,-1.5252643
-1.75514386,-1.6515694
-0.41,-0.063880056
-5.25355,-5.3461986
-2.441234541,-1.8522035
-2.471879111,-2.8137283
-3.696259762,-3.3920271
-1.814151487,-2.3995209
-3.168606865,-2.8936033
0.85000002,0.13123928
-6.992985145,-6.6747613
-2.145751928,-2.433027
-2.655893808,-2.4947746
-7.060267847,-6.949441
-4.172219769,-4.5350866
-2.78,-2.4649017
-1.246654256,-0.9423672
-7.324412843,-6.538053
-2.864697085,-1.9823124
-2.616188768,-2.4631734
-6.167430567,-6.065216
-1.290694588,-0.03874686
-2.98,-1.3691796
-5.258091943,-5.0009813
-3.137104446,-2.7729812
-1.668015062,-1.8486794
-4.268702319,-4.138719
-7.141299486,-5.152187
-4.871844831,-4.598175
-2.3900001,-2.0986695
-1.530975494,-1.4636452
-7.294495949,-5.4723797
-5.923847702,-3.5977275
-1.92,-1.9032434
-0.728757608,-1.7227045
-2.972512926,-4.057465
-6.376832111,-5.716062
-2.952032793,-2.8126705
-1.961984761,-2.2031417
-4.634119043,-4.746141
-5.142154201,-2.0258975
-6.230056419,-6.066967
-2.726388931,-2.708307
-2.325651487,-2.6963875
-1.470457085,-1.5068632
-2.0799999,-2.5096612
-4.416964775,-3.3829348
-3.22,-2.9530466
-4.646960942,-4.5233083
-3.748401446,-3.379173
-3.783567546,-4.6363893
-4.1100001,-3.8661952
-2.97601053,-3.0606337
-3.940867556,-3.9048083
-3.45762466,-1.6424547
-2.720118614,-2.7630115
-4.912186855,-5.1886735
-0.638712439,-1.0346509
-2.056865035,-1.6144816
-3.0699999,-2.596881
-1.460558628,-1.5103815
-3.616430349,-3.052302
0.58999997,-0.40878293
-0.80000001,-0.087033935
-4.547807533,-2.832467
-5.932772568,-5.7645106
-4.315774484,-4.553645
-3.10582577,-1.386082
-2.592969511,-2.9001746
-4.696275965,-4.3693395
-4.5900002,-3.7733107
-2.995649881,-3.7334254
-2.237213973,-1.9511974
-1.972316003,-2.411015
-3.10582577,-2.9178026
-5.0100002,-5.4342318
-3.731111358,-3.0989847
-4.596055676,-4.431249
-2.649761584,-3.1447558
-3.766893328,-3.6353195
-1.398361785,-1.6797357
-2.690833542,-3.0698876
-3.768719873,-3.7244246
-2.344400907,-2.306613
-2.338525463,-2.341098
-3.905033823,-3.994961
0.335209534,0.6062446
-3.517477345,-3.087546
-1.96,-2.1403606
-0.441183517,-0.6876572
-3.746345201,-3.0604327
-2.299417192,-2.330762
-3.134497541,-3.0085852
-1.550949696,-1.435686
-5.387653409,-5.7806726
-4.5900002,-3.5594091
-3.693770525,-2.4312046
-3.137843619,-2.9118183
-2.930332246,-2.9090972
-0.68000001,-1.0061727
-5.034892862,-6.2145243
-3.078443036,-3.115926
-3.987471311,-3.385303
-4.334579155,-4.280999
-3.5505439,-3.5322878
-1.489307679,-1.829541
-2.654537864,-2.7468839
-5.071729115,-5.5703583
-3.269532703,-3.2263775
-3.978059758,-3.8326073
0.64999998,0.101422064
-3.0,-3.0263746
-5.2600002,-5.9058166
-2.118262053,-2.1633127
-4.602546129,-3.3322327
-2.598708148,-2.5441325
-4.2399998,-4.0030165
-4.150070521,-4.1463265
0.217240793,-0.9317558
-1.314383429,-1.56261
-1.579795099,-1.6814307
-0.74335038,-1.0093464
-2.990261872,-3.3228903
-3.56787742,-4.1682763
0.593000222,0.08372433
-1.160843537,-1.1202326
-3.1800001,-3.1043398
0.795782312,-0.015740091
-4.2800002,-5.4312654
-2.881668414,-2.6936328
-1.345983594,-1.7015243
-5.769810675,-5.3411045
-2.598348538,-2.6849213
-3.872694613,-3.594177
-5.86551237,-6.307225
-4.880943446,-4.2741475
-6.5700002,-6.4582267
-5.180828772,-4.4989667
-3.87283088,-4.4894676
-5.611365759,-5.3308125
-0.85000002,-1.0787531
-3.155747611,-2.822583
-1.752819655,-1.7385538
-4.0799999,-4.4593396
-3.523722711,-4.621052
0.332231481,0.070547774
-6.049561626,-5.3759956
-2.73,-2.3225152
-2.360787116,-2.2001326
-0.909459416,-0.8606418
-3.706508933,-4.1026235
-4.287045685,-4.1726165
0.61000001,-0.14009266
-6.854324914,-4.8540616
-6.5700002,-6.830847
-1.584831689,-0.9328704
-5.961766435,-6.0459027
-1.864826493,-0.24181864
-5.651347665,-5.390811
-6.467380911,-5.3602057
-4.522664589,-4.541942
0.571423018,-1.3310391
-2.519455887,-2.5663738
-6.641629837,-6.0365086
-5.679018161,-6.480123
-0.944500094,-1.66568
-1.075447104,0.009551264
-1.875748848,-2.3508673
-7.243105463,-6.966187
0.029319309,0.35577598
-1.094957236,-0.87792075
-2.687954333,-2.767393
-0.44999999,0.0068646413
-4.300906401,-3.4188113
-6.342713319,-5.8040924
-5.109252645,-5.962445
-3.637041481,-3.3998895
-2.325875495,-2.6791117
-2.579104657,-2.0016387
-2.660746696,-2.3106863
-3.333214475,-3.1740186
-2.640992008,-2.7451084
-0.36000001,-0.02738109
-0.60064639,-1.1288427
-5.107046635,-5.8222146
-3.221882211,-4.142046
-4.73950821,-4.340818
1.08,0.50018775
0.057509497,-0.88828063
-0.683385747,-0.7070285
-4.052681987,-3.9847038
-2.4706022,-2.0029585
-5.855986251,-4.5273237
-2.165084125,-1.7300436
-3.881046339,-3.7158327
0.743380276,-0.28631914
-2.087774189,-3.3872116
-2.877312373,-3.5017018
-3.559266941,-3.1545627
-2.116843254,-1.767977
-0.46448588,-0.2439782
-3.170977501,-3.1731167
-2.290791172,-3.2423248
-3.166174793,-2.7307024
-2.741853047,-2.0348628
-4.288644504,-4.1689034
-4.55349557,-4.3079777
-7.259874905,-6.1106687
-6.00789975,-4.4068513
-5.517075023,-5.896896
-6.45812881,-5.817531
-3.778729924,-4.013095
0.211711053,0.38018262
-4.458256632,-4.442678
-5.152043602,-3.615001
-5.798450309,-5.376114
-1.413472734,-1.5770195
-3.374571008,-3.2671163
-3.284013193,-2.0523334
-2.320711132,-3.648767
-4.419812685,-5.1142488
-2.750060565,-2.420552
-3.560288813,-4.136087
-3.862243562,-3.9689722
-2.947058186,-2.8413684
-5.844156048,-5.984186
-3.8399999,-3.6737566
-2.7,-1.8829333
0.608803706,0.41480172
-0.718787133,-1.3263669
-3.438778474,-3.3105428
-3.170337047,-3.0929918
-3.327524266,-2.67833
-4.094203661,-3.7311866
-3.502681457,-2.6384122
-3.147669112,-3.5064344
-1.96,-1.0974405
-3.6600001,-3.3480475
-2.228013795,-3.170903
-2.758997785,-2.5137193
-2.603839775,-2.6651936
-7.025872618,-6.800501
-3.6400001,-3.2402837
0.152184905,0.30597353
-3.980411369,-4.3076677
0.656296988,0.39315015
-6.140368504,-5.873614
-1.81318896,-2.7561126
-3.721164335,-3.8950446
-3.054218506,-3.1474493
0.30000001,0.24365014
-3.197128236,-3.409497
-0.953661008,-1.0388123
-4.3499999,-4.319942
-3.078443036,-3.113582
-7.119572605,-4.5486555
-1.697412533,-1.8101182
-0.155748658,-0.19371401
-4.56493484,-4.5277824
-4.595817436,-3.360201
-5.291809401,-4.09925
-4.2800002,-4.185322
-3.07485635,-2.604417
-2.397148193,-2.2692354
-2.545199487,0.19306384
-3.5899999,-3.7598815
-2.459633142,-2.628848
-5.180350373,-5.5740137
-5.392480732,-5.1030746
0.374370681,0.35202372
-3.313121418,-2.9511032
-1.997283767,-1.5345868
-1.65,-1.6777145
-3.376011713,-2.700152
-4.173330403,-3.8156087
-6.528732096,-5.5540013
-2.7,-2.668994
-2.241148892,-2.1012847
-4.606087109,-5.043759
-2.150866741,-1.7468089
-6.101282587,-5.7661724
-2.884235987,-2.5433967
-0.103155602,-0.4937315
-3.042938795,-2.9518206
-2.133015707,-2.1283357
-3.616811995,-3.2422962
-4.073645429,-4.6255794
-2.719067766,-2.0067453
-2.457244591,-2.1875834
-4.939093569,-5.0486455
-2.4100001,-1.9818132
-0.879758256,-3.8074532
-3.8099999,-2.788904
-2.083140388,-1.4519918
-4.901225018,-4.547206
-0.63,-1.6125696
0.376512936,0.20858134
-2.959449889,-2.6023512
-5.402648486,-5.299802
-4.06839906,-4.924601
-1.9,-1.7474784
-4.188605797,-3.7563415
0.374431381,0.029429257
-1.266984245,-2.2590187
-1.814790605,-1.8656334
-5.171564712,-5.1381507
-2.263280914,-1.834666
-6.557060603,-6.6685576
0.547704373,-0.5158528
-2.636830534,-2.7510996
-3.993484603,-3.816307
-1.261657225,-1.3740784
-1.85,-2.1323912
-0.91000003,-1.2613077
0.859724533,-0.7974963
-2.62389261,-2.1485486
-4.30143855,-4.8546658
-7.148848364,-6.808793
-1.729709117,-1.6568702
-4.5700002,-4.6154194
-3.787329757,-2.7875886
-3.937354154,-3.2524018
-2.365060893,-2.155946
-3.047960641,-2.740615
-0.974886803,-1.0387477
-2.062183064,-2.4185712
0.235390522,-0.11405417
-3.028566584,-2.3680043
-5.690990336,-6.001531
-0.868061104,-0.7360453
-2.963055127,-3.3324585
-2.49314608,-2.0139272
-5.202427754,-5.3644667
-5.170310469,-2.4396317
-2.181933257,-3.1572163
-2.0699999,-1.7130502
-2.491248088,-1.4665502
-3.22,-2.9166179
-2.9100001,-2.359711
-4.148598497,-4.2172446
-2.194459387,-2.3079379
-2.569952569,-2.6495695
-4.599401079,-4.489564
-1.5599999,-1.7760254
-7.106005414,-5.671888
-4.267756542,-4.0555267
0.844063048,0.14022948
-3.899447308,-7.441335
-0.517123613,-0.7173789
0.737057937,-0.2882671
-3.46699044,-2.743583
-4.423037028,-3.9144092
-2.12124416,-2.2737055
-1.145257792,-1.1135724
-4.218870505,-3.9657373
-3.659109436,-4.1326947
-2.057148174,-1.7300442
-0.810973627,-1.083676
-0.95999998,-0.6336167
-1.514545658,-1.7316018
-0.972238258,-0.8593049
-0.926194989,-1.3407648
-5.2399998,-4.9195867
-1.232640402,-0.9787856
-5.023710754,-4.3424983
-0.410914205,-0.44386208
-3.694400446,-4.4201474
0.87241256,0.6116581
-0.991729342,-1.4783636
-2.510866373,-2.3224897
-0.95999998,-0.515829
-2.269355566,-1.7566361
-2.964978646,-3.1001532
-5.071375134,-4.7518706
-3.397559333,-4.236636
-1.605866483,-1.7902141
-1.52,-1.1710473
-1.570424831,-1.8824842
-4.936639147,-3.949502
-7.060267847,-6.9300475
-2.071327397,-1.943729
-2.034601449,-2.845003
-3.981370073,-4.3517666
-4.8000002,-4.4896545
-1.74510311,-0.9426453
0.422286525,0.41666734
-5.909404438,-5.5132113
-0.740471266,1.0101153
-2.064293685,-2.1243715
0.658239155,0.63836324
-2.702081942,-2.5274656
-2.1199999,-2.2373621
-2.066768165,-1.7559993
-4.194942861,-3.6307375
-0.730685097,-0.3071823
-7.3200002,-7.230535
-2.684785887,-2.4576054
0.38,0.29281878
-0.352603659,-0.80442363
-6.418623981,-5.0958734
-2.416916673,-2.4181795
0.364185622,0.020453718
-4.818249133,-4.425049
-6.408637542,-6.196714
-1.826999106,-1.9733517
-1.724538739,-1.102119
-1.208053704,-1.4642136
-1.000608932,-0.7923862
-3.400024616,-2.9593773
-2.996552572,-3.4034684
0.280481435,0.1481818
-5.006618536,-5.5451484
-3.3806478,-3.4432037
-5.894827561,-5.204058
-6.077111571,-6.1259637
-1.391022275,-1.8960017
-1.443574569,-2.677325
-1.921123827,-2.026835
-7.099144977,-6.676284
-1.819678151,-1.8953187
-3.093026872,-3.6442382
-4.311043821,-3.1561286
-6.625894228,-6.2433095
-4.481028314,-4.295234
-3.387192015,-2.7051635
-1.481871947,-1.1812443
-0.332188417,-0.63987726
-4.0,-3.7413242
0.875668614,0.39189634
-4.539564534,-3.8609407
-3.680216422,-3.1059244
-3.069294195,-3.2463949
-2.7,-2.1402926
-0.670277741,-0.38379005
-2.880887955,-1.9601941
0.335024432,0.20144318
-1.522273819,-1.3364729
-3.8499999,-3.6327305
-1.698028481,-1.7969466
-1.783367523,-0.60051143
-3.035438806,-3.054399
-2.246475757,-3.2828417
0.210677424,0.3116398
-2.3800001,-2.4791193
-1.555686028,-1.2893437
-2.750511202,-1.9870642
-3.019804234,-3.0297408
-2.9000001,-3.8378608
-3.9300001,-3.0545669
-2.6800001,-2.2572896
-3.815814723,-3.6591823
-6.93995814,-6.8666797
-0.40000001,-0.07148996
-7.384698627,-6.315818
-4.843319194,-4.1927586
-1.033914192,0.21559651
-3.496297759,-3.7336667
-3.516842956,-3.0578966
0.64918428,0.7564173
-1.763934994,-2.2659428
-4.747488189,-5.053098
-0.361967271,-0.83354956
-3.456113361,-3.4453013
-0.097302768,-0.4173916
-1.665349397,-1.4145781
-3.750431249,-3.033259
-3.318115117,-3.2197409
-2.859648689,-2.7922053
-2.799184339,-2.823388
-2.359059416,-2.7445028
-3.81003527,-3.437964
-5.652232588,-5.521122
-6.3000002,-6.1481543
-1.693760133,-1.2786164
-1.032001208,-0.9283304
-0.808258181,-1.1340984
-7.052888075,-6.5401917
-4.8499999,-4.8511662
-4.161699215,-4.6981096
0.563586092,0.76175886
-2.513299981,-2.7956948
0.704083406,0.92343926
-1.61,-1.1871499
-1.773470054,-1.1357315
-2.881487279,-2.6471536
0.802330791,0.06531393
-4.544134987,-4.157301
-6.29,-6.2755456
-2.536882425,-2.6423628
-2.653489446,-2.7409852
-3.208443015,-2.6520479
-5.869431735,-5.4577794
-2.46,-2.393533
-2.8599999,-3.086031
-2.375064255,-2.0924923
-2.0,-1.537445
-1.540398399,-1.7451705
-4.71,-4.2905254
-3.034073299,-2.4270797
-2.175740787,-3.0297267
0.481384838,0.28437692
0.962063804,0.8986728
-5.216442462,-5.6621923
-6.712689826,-6.4815574
-1.91,-1.8259063
-4.774572687,-3.3728049
-4.800118338,-4.6234255
-4.6999998,-4.034606
-5.27,-5.445999
-0.726113306,-0.08736371
-2.673092902,-4.4730725
-4.32924957,-3.6398718
1.054757982,1.1266953
-1.6,-1.1890947
-1.752819655,-1.7981657
-2.896430157,-2.6289966
-2.764227428,-2.7394843
-1.279360332,-1.2614391
-4.710369334,-5.2240877
0.316743073,0.21384
-5.656796808,-5.311909
-1.215320251,-1.8877177
-4.091556801,-4.770569
1.017308239,0.20517488
0.234648149,0.32626852
-1.920797532,-1.5420121
-2.898863754,-2.812617
-0.99000001,-1.0764697
0.34902156,-2.907833
-5.241985722,-4.610114
-3.693443446,-3.9656732
-3.130438675,-3.0440204
-2.102841804,-1.5339054
-7.1100001,-6.54816
-3.05,-3.267768
-3.1900001,-3.899307
-2.6800001,-2.2201433
-0.257091381,-0.8521246
-5.311132215,-4.3199115
-3.096166567,-2.5229468
-0.573770075,-0.5260442
-1.555686028,-1.3369908
-1.55,-1.5932223
-0.170773071,-0.07197586
0.746686231,-0.36233655
-3.506361484,-3.4891958
-2.522211407,-2.7987227
0.337052451,0.3142989
-2.960528388,-2.3729014
-3.712784638,-2.722679
-2.052615021,-1.7004929
-2.6400001,-2.0502427
-1.201767572,-1.095808
-2.184168229,-2.5084982
-0.88814886,-0.9503717
-2.251408128,-2.1237752
-7.4200001,-7.00355
-3.670859787,-4.054686
-1.9400001,-2.0879173
-0.959735935,-0.66572505
-3.130045109,-4.238006
-1.36,-1.3379896
-4.978383263,-4.6337934
-4.426076357,-3.7167208
-0.70999998,-0.9032985
-4.054664546,-4.1854563
-5.602663937,-4.6518536
-2.650897252,-3.6876266
-4.692994631,-4.91141
-1.101975835,-0.9239338
-3.936955536,-4.336357
-4.840073809,-5.3781877
-1.34240307,-1.4891418
-2.310847279,-2.1614647
-2.171967838,-2.5661793
-1.913266796,-1.3597316
-0.949179157,-0.9481866
-2.357052042,-2.5278814
0.130271111,0.5118669
-2.933080172,-2.7351692
-2.476982672,-3.5254407
0.566803205,0.7492882
-3.536034937,-3.059274
-2.909511898,-1.9455689
-1.832148014,-1.8069687
-0.38063395,-0.05911251
0.193504266,0.0035996716
-5.672989305,-5.585222
0.0,-0.33572164
-2.837362936,-2.6425028
-2.77,-1.8068993
-0.95999998,-0.77496403
-2.662394829,-2.0957735
-6.981014701,-6.543403
-4.573670815,-4.937391
-1.024784296,-1.5591791
-4.7399998,-4.3653636
-1.352186945,-1.5311836
-3.6600001,-3.3661957
-3.258508842,-2.943983
0.875381674,0.7511268
-5.008113294,-4.754295
-4.897146155,-4.501145
-4.8000002,-4.4437675
-2.230807973,-3.7597535
-4.2399998,-4.9930716
-5.654395513,-5.0549126
-3.8086771,-3.0659344
0.008641938,-0.12348361
-5.130252649,-4.3314695
-1.124226861,-1.2996467
-4.3499999,-3.817694
-4.274928401,-4.0894566
-2.413421548,-2.160848
-0.455320675,0.4774525
-5.434030117,-5.791205
-4.272633985,-3.9991798
-3.1400001,-3.2590013
-1.960412021,-1.4547732
-5.238243707,-3.5792694
-3.215139362,-2.710166
-1.626141915,-2.0816321
-3.170751252,-3.1623244
-3.329045264,-3.3929296
-1.55137112,-2.6964417
-5.72523161,-2.155795
-3.227195555,-3.6837938
-4.833904011,-5.019261
-6.059109035,-5.617617
-1.424237386,-1.8303934
-0.199640557,-3.5050898
-2.23,-1.4022167
-3.3900001,-2.9904299
-4.0999999,-4.2868185
-3.55608187,-3.6985853
-4.647330882,-3.7907612
-7.06532915,-3.6597095
-2.0999999,-2.0438142
-1.14,-0.98448867
-3.112334851,-3.2125776
-3.464659681,-3.4805663
-2.291132302,-2.4896965
-3.2798817,-2.5653927
-5.72393991,-5.7398553
-2.162234936,-2.6779337
-4.475804313,-4.0133166
-2.129266039,-2.5021229
-0.714508878,-2.1885629
-2.750763189,-3.297052
-0.41798998,-1.7888153
-4.108496741,-4.922272
0.791598931,0.53902894
-5.72094122,-5.1580915
-1.673107704,-1.1353483
-3.493288216,-4.610212
-5.380327633,-5.122028
-2.1600001,-1.831818
-2.5999999,-2.025027
-2.21,-1.9402843
-1.100920088,-1.2817715
-4.737349421,-4.3761578
-4.882750812,-5.1721854
-2.509112079,-2.2617407
-3.211129891,-3.0696213
-2.81900782,-2.7772
0.669139985,0.8106762
-3.017119836,-3.0616379
-2.400727934,-2.5522459
-0.767702541,-0.5658507
-0.695468948,-1.359174
-0.316333715,-0.628408
-3.504181783,-4.9630995
-2.517395663,-3.1355052
-2.92676602,-3.1424732
-0.849089186,-1.7213287
-6.745479711,-6.2676373
-4.147027826,-3.7087803
-1.614852928,-1.4846559
-2.104813241,-0.36218786
-6.435527009,-6.1699085
-3.698444071,-2.8129692
-3.913344453,-3.8751807
0.034761568,0.64347416
-5.004578121,-4.916269
-2.800241859,-2.823423
-3.833651264,-4.7188907
-4.315530543,-1.1032733
0.47582725,-0.5433453
-1.927384794,-2.5735073
-4.3000002,-4.8308535
0.64733897,0.49803126
-2.97776289,-3.109981
-1.410291979,-1.0605379
-5.043477723,-3.9293432
-1.742752078,-1.6931877
-2.239603663,-2.199205
-1.372230252,-1.6905794
0.177593902,-0.40035132
-1.257882665,-3.7736037
-3.362307966,-2.8213034
-1.99,-2.3157792
-5.0599999,-3.644395
-1.198245503,-1.1147894
-0.62,-0.46131822
-3.133410814,-3.9225812
-2.712489678,-2.915197
-3.932921684,-3.7873418
-3.9400001,-4.301261
-5.736671984,-5.482054
-5.638903442,-5.637082
-2.910732683,-2.7522776
-5.445805907,-5.155203
-5.505653091,-4.5827208
-3.668632165,-1.676038
-2.027365628,-2.2365468
-6.664874603,-5.5524173
-4.671534463,-4.127788
-0.397765163,-4.3939924
-2.942292743,-2.984199
-2.644390698,-2.993635
-3.881958079,-4.3660336
-0.622500831,-1.4242562
-4.373551812,-3.1636
-2.546390048,-2.4080672
-0.747711616,-1.4688317
-2.553502952,-2.7673903
-4.047119081,-3.8155632
-6.254336821,-4.9741535
-1.871142142,-1.8083442
-0.136750735,-0.8167765
0.584734453,0.05415826
-2.337008816,-2.1648414
-4.576569426,-3.9345322
-0.602675464,-0.49981743
-1.42,-1.7365445
-1.772794018,-1.7154502
-3.662223331,-3.7097256
-3.225678676,-3.2379453
0.695307021,0.18610676
-0.017780356,-0.1484003
-1.549033443,-1.1445217
-4.217741036,-5.303433
-0.993842433,-0.9653336
-4.436160557,-4.1433043
-3.866404138,-2.3801048
-2.01980911,-1.4217166
-6.510963425,-6.440029
-3.236010436,-2.8387089
-2.419795758,-2.7022045
0.330199815,0.41992787
-1.607962524,-1.6215085
0.393414435,0.3800811
-4.210369022,-4.0409865
-0.265001096,-0.33199054
-6.351412219,-5.9120197
-6.486753046,-4.4754734
